customer_id,R,F,M,RFM_score,segment,recency_days,frequency_180d,monetary_180d,return_rate,avg_discount_pct,ticket_count,neg_pct,sessions_30d,last_visit_days_ago,loyalty_tier,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST00614,1,1,1,3,Dormant,196,0.0,0.0,0.0,0.33,0.0,0.0,1,38,Gold,new_launch,high,1
CUST00615,4,1,2,7,Dormant,34,1.0,446.03,1.0,0.17,1.0,1.0,4,6,None,new_launch,medium,1
CUST00616,4,2,3,9,Dormant,36,2.0,1139.9099999999999,0.0,0.27599999999999997,1.0,1.0,10,16,None,bundle_discount,medium,1
CUST00617,5,4,5,14,Champions,14,6.0,4116.99,0.1,0.41,5.0,1.0,8,7,None,new_launch,low,0
CUST00618,2,2,4,8,At-Risk,92,2.0,1570.53,0.0,0.21500000000000002,0.0,0.0,8,2,Gold,welcome_offer,high,0
CUST00619,5,2,3,10,Loyal,2,2.0,925.3600000000001,0.0,0.32,0.0,0.0,8,12,None,welcome_offer,low,0
CUST00620,2,1,2,5,Dormant,90,1.0,449.48,0.0,0.26,1.0,1.0,17,30,Silver,new_launch,high,0
CUST00621,2,1,1,4,Dormant,92,1.0,348.53,0.0,0.29,0.0,0.0,6,14,None,bundle_discount,high,1
CUST00622,1,1,4,6,Dormant,180,1.0,1369.13,0.0,0.30666666666666664,0.0,0.0,1,41,None,free_shipping,high,1
CUST00623,2,3,5,10,At-Risk,108,4.0,1945.71,0.25,0.3225,2.0,1.0,18,15,Silver,free_shipping,high,0
CUST00624,1,1,1,3,Dormant,232,0.0,0.0,0.0,0.51,0.0,0.0,4,60,Silver,new_launch,high,1
CUST00625,3,2,4,9,Dormant,66,3.0,1716.26,0.0,0.3275,0.0,0.0,2,0,None,none,medium,1
CUST00626,5,2,4,11,Loyal,9,2.0,1214.38,0.0,0.23,1.0,1.0,12,0,Platinum,free_shipping,medium,0
CUST00627,3,1,2,6,Dormant,75,1.0,403.11,0.0,0.3566666666666667,1.0,1.0,6,17,Silver,free_shipping,medium,1
CUST00628,3,1,1,5,Dormant,59,1.0,232.57,0.0,0.4566666666666666,2.0,0.5,9,15,None,none,medium,0
CUST00629,4,1,2,7,Dormant,44,1.0,442.4,0.0,0.42,0.0,0.0,2,3,Gold,none,medium,0
CUST00630,2,2,5,9,At-Risk,93,2.0,1967.63,0.0,0.2866666666666667,0.0,0.0,20,13,Platinum,welcome_offer,high,0
CUST00631,3,2,4,9,Dormant,68,3.0,1238.87,0.1,0.388,2.0,1.0,0,5,Silver,bundle_discount,medium,1
CUST00632,3,1,3,7,Dormant,61,1.0,1078.63,0.0,0.45,0.0,0.0,11,0,Gold,bundle_discount,medium,1
CUST00633,4,1,4,9,Dormant,33,1.0,1619.36,0.0,0.17,0.0,0.0,4,0,None,none,low,0
CUST00634,2,2,3,7,At-Risk,118,2.0,727.14,0.25,0.22000000000000003,2.0,1.0,1,32,None,bundle_discount,high,1
CUST00635,2,1,3,6,Dormant,134,1.0,1016.46,0.0,0.35,0.0,0.0,1,13,Gold,bundle_discount,high,1
CUST00636,3,2,5,10,Loyal,72,2.0,2158.95,0.0,0.195,0.0,0.0,1,24,Silver,free_shipping,medium,0
CUST00637,3,1,3,7,Dormant,60,1.0,928.75,0.0,0.33799999999999997,1.0,1.0,1,15,Silver,new_launch,high,0
CUST00638,1,1,1,3,Dormant,173,1.0,300.91,0.0,0.3466666666666667,0.0,0.0,0,44,None,none,high,1
CUST00639,1,1,1,3,Dormant,369,0.0,0.0,0.0,0.17333333333333334,0.0,0.0,1,58,None,none,high,1
CUST00640,2,1,2,5,Dormant,130,1.0,641.86,0.0,0.28,0.0,0.0,0,25,None,welcome_offer,high,1
CUST00641,4,2,4,10,Loyal,35,3.0,1518.18,0.0,0.3283333333333333,1.0,1.0,5,0,None,welcome_offer,low,0
CUST00642,5,2,4,11,Loyal,18,3.0,1654.45,0.0,0.4066666666666667,0.0,0.0,4,12,Silver,bundle_discount,low,0
CUST00643,1,1,3,5,Dormant,155,1.0,1091.34,0.0,0.26,0.0,0.0,14,33,Silver,none,high,1
CUST00644,3,2,3,8,Dormant,78,2.0,715.36,0.0,0.37285714285714283,0.0,0.0,0,25,None,welcome_offer,high,1
CUST00645,1,1,1,3,Dormant,252,0.0,0.0,0.0,0.44333333333333336,2.0,0.5,0,47,None,none,high,1
CUST00646,2,1,2,5,Dormant,117,1.0,624.08,0.16666666666666666,0.15666666666666668,1.0,1.0,5,20,Silver,free_shipping,high,0
CUST00647,3,1,2,6,Dormant,64,1.0,507.52,0.0,0.13,1.0,0.0,2,9,Gold,free_shipping,medium,1
CUST00648,4,1,4,9,Dormant,31,1.0,1298.17,0.0,0.13,0.0,0.0,3,16,None,free_shipping,low,0
CUST00649,2,1,1,4,Dormant,124,1.0,364.41,0.16666666666666666,0.28,4.0,1.0,5,16,Silver,none,high,1
CUST00650,3,2,5,10,Loyal,59,2.0,2193.25,0.0,0.36333333333333334,0.0,0.0,6,5,Silver,bundle_discount,medium,1
CUST00651,4,2,5,11,Loyal,34,2.0,2189.98,0.0,0.36,0.0,0.0,6,5,Silver,none,low,0
CUST00652,3,2,5,10,Loyal,75,2.0,2138.43,0.0,0.34249999999999997,0.0,0.0,13,13,Gold,bundle_discount,medium,0
CUST00653,4,2,5,11,Loyal,32,2.0,2037.83,0.0,0.235,0.0,0.0,19,11,None,none,low,0
CUST00654,5,3,5,13,Loyal,8,4.0,4671.99,0.3333333333333333,0.15,2.0,1.0,8,0,None,welcome_offer,medium,0
CUST00655,3,1,2,6,Dormant,79,1.0,631.53,0.0,0.27875,0.0,0.0,0,15,Silver,none,high,0
CUST00656,3,2,4,9,Dormant,67,2.0,1360.96,0.0,0.22999999999999998,1.0,1.0,16,6,None,bundle_discount,medium,0
CUST00657,3,2,2,7,Dormant,63,2.0,674.97,0.25,0.325,1.0,1.0,5,8,Silver,new_launch,medium,1
CUST00658,1,1,1,3,Dormant,219,0.0,0.0,0.0,0.27,1.0,1.0,3,29,None,free_shipping,high,1
CUST00659,5,1,3,9,Dormant,16,1.0,883.27,0.0,0.37,0.0,0.0,21,0,Platinum,welcome_offer,low,0
CUST00660,4,1,2,7,Dormant,43,1.0,573.43,0.0,0.16,0.0,0.0,7,8,Silver,bundle_discount,medium,0
CUST00661,1,1,2,4,Dormant,180,1.0,415.44,0.0,0.3833333333333333,1.0,0.0,1,33,None,welcome_offer,high,1
CUST00662,2,1,3,6,Dormant,124,1.0,852.96,0.0,0.27,0.0,0.0,2,28,None,bundle_discount,high,1
CUST00663,3,2,4,9,Dormant,64,3.0,1861.8999999999999,0.125,0.3375,2.0,1.0,14,26,None,none,medium,1
CUST00664,5,1,1,7,Dormant,20,1.0,237.27,0.0,0.34,1.0,0.0,1,0,None,bundle_discount,high,0
CUST00665,4,2,5,11,Loyal,35,3.0,1936.8,0.1111111111111111,0.1788888888888889,2.0,1.0,3,3,None,new_launch,medium,0
CUST00666,5,1,2,8,Dormant,3,1.0,540.99,0.0,0.32,1.0,1.0,1,10,Silver,bundle_discount,high,0
CUST00667,4,2,4,10,Loyal,25,2.0,1406.34,0.2,0.264,2.0,1.0,7,9,None,free_shipping,low,0
CUST00668,4,2,3,9,Dormant,42,2.0,952.4100000000001,0.0,0.16,0.0,0.0,3,10,None,new_launch,medium,1
CUST00669,3,2,5,10,Loyal,57,3.0,2774.7599999999998,0.0,0.24333333333333332,0.0,0.0,1,0,None,none,medium,0
CUST00670,1,1,1,3,Dormant,242,0.0,0.0,0.0,0.345,1.0,1.0,0,52,None,none,high,1
CUST00671,5,2,5,12,Loyal,2,3.0,2568.33,0.0,0.3325,1.0,0.0,13,7,None,bundle_discount,low,0
CUST00672,2,1,2,5,Dormant,141,1.0,434.37,0.0,0.47,0.0,0.0,10,18,None,none,high,1
CUST00673,2,1,4,7,Dormant,118,1.0,1297.2,0.0,0.36,0.0,0.0,1,28,Silver,none,high,1
CUST00674,3,4,5,12,Loyal,56,5.0,2521.51,0.0,0.28875,0.0,0.0,14,12,None,free_shipping,medium,1
CUST00675,2,2,5,9,At-Risk,130,2.0,4218.15,0.0,0.26799999999999996,0.0,0.0,8,35,Silver,bundle_discount,high,0
CUST00676,5,1,3,9,Dormant,6,1.0,714.17,0.0,0.4,1.0,1.0,9,0,None,welcome_offer,medium,0
CUST00677,5,1,1,7,Dormant,6,1.0,291.61,0.0,0.36,0.0,0.0,1,13,None,free_shipping,high,0
CUST00678,1,1,1,3,Dormant,196,0.0,0.0,0.0,0.295,0.0,0.0,1,26,None,none,high,1
CUST00679,3,2,5,10,Loyal,83,3.0,2474.75,0.0,0.33,2.0,0.5,3,18,None,free_shipping,high,0
CUST00680,1,1,1,3,Dormant,215,0.0,0.0,0.0,0.29,0.0,0.0,1,41,Gold,new_launch,high,1
CUST00681,1,1,1,3,Dormant,211,0.0,0.0,1.0,0.41,1.0,1.0,1,35,None,welcome_offer,high,1
CUST00682,5,1,4,10,Loyal,19,1.0,1238.23,0.0,0.17,1.0,1.0,6,7,Silver,new_launch,medium,0
CUST00683,5,2,5,12,Loyal,0,3.0,3422.7,0.0,0.25,2.0,0.5,7,0,None,none,medium,0
CUST00684,2,1,2,5,Dormant,140,1.0,547.13,0.0,0.23750000000000002,1.0,1.0,2,2,Gold,new_launch,high,1
CUST00685,5,1,3,9,Dormant,2,1.0,1158.09,0.0,0.44,0.0,0.0,3,0,None,bundle_discount,low,0
CUST00686,2,1,1,4,Dormant,127,1.0,318.48,0.0,0.2866666666666667,0.0,0.0,21,20,Silver,none,high,1
CUST00687,2,2,5,9,At-Risk,117,3.0,2804.77,0.0,0.23600000000000004,0.0,0.0,1,34,None,welcome_offer,high,1
CUST00688,5,3,5,13,Loyal,13,4.0,2214.44,0.2,0.274,1.0,1.0,1,0,Silver,bundle_discount,medium,0
CUST00689,3,3,5,11,Loyal,70,4.0,4514.3099999999995,0.0,0.1,0.0,0.0,13,19,Gold,new_launch,medium,0
CUST00690,5,2,5,12,Loyal,4,3.0,3098.92,0.0,0.304,1.0,0.0,11,10,None,welcome_offer,low,0
CUST00691,3,2,4,9,Dormant,61,2.0,1222.65,0.0,0.42333333333333334,0.0,0.0,14,18,None,none,medium,0
CUST00692,3,1,1,5,Dormant,58,1.0,269.14,0.0,0.37333333333333335,0.0,0.0,0,16,None,bundle_discount,high,1
CUST00693,2,1,3,6,Dormant,147,1.0,804.56,0.0,0.18,2.0,1.0,0,5,Gold,bundle_discount,high,1
CUST00694,3,1,1,5,Dormant,74,1.0,345.14,0.0,0.23,0.0,0.0,14,12,None,none,medium,1
CUST00695,1,1,1,3,Dormant,198,0.0,0.0,0.0,0.41,1.0,0.0,4,48,None,bundle_discount,high,1
CUST00696,4,2,3,9,Dormant,40,2.0,796.1500000000001,0.0,0.31,1.0,1.0,1,8,Silver,bundle_discount,medium,0
CUST00697,1,1,1,3,Dormant,247,0.0,0.0,0.25,0.2275,1.0,1.0,1,47,None,none,high,0
CUST00698,5,2,5,12,Loyal,14,3.0,2572.7200000000003,0.375,0.25,4.0,1.0,11,16,Gold,new_launch,medium,0
CUST00699,3,3,5,11,Loyal,47,4.0,2191.5099999999998,0.0,0.3825,0.0,0.0,15,20,None,free_shipping,medium,0
CUST00700,3,1,1,5,Dormant,49,1.0,345.91,0.0,0.1675,0.0,0.0,1,22,None,new_launch,high,0
CUST00701,2,1,3,6,Dormant,122,1.0,892.63,0.0,0.162,1.0,0.0,10,26,Silver,free_shipping,high,1
CUST00702,3,1,1,5,Dormant,77,1.0,357.55,0.16666666666666666,0.21333333333333335,2.0,1.0,2,16,Silver,none,high,1
CUST00703,2,1,1,4,Dormant,104,1.0,360.06,0.0,0.31,0.0,0.0,3,27,None,none,high,1
CUST00704,4,2,3,9,Dormant,22,2.0,1084.3400000000001,0.0,0.3275,1.0,1.0,12,0,None,new_launch,low,1
CUST00705,5,1,3,9,Dormant,12,1.0,872.61,1.0,0.0,1.0,1.0,1,5,None,new_launch,high,1
CUST00706,5,1,2,8,Dormant,2,1.0,439.07,0.0,0.33,0.0,0.0,2,0,None,bundle_discount,low,0
CUST00707,1,1,1,3,Dormant,189,0.0,0.0,0.0,0.22333333333333336,2.0,1.0,10,19,None,free_shipping,high,0
CUST00708,4,3,5,12,Loyal,45,4.0,2683.09,0.0,0.3283333333333333,1.0,1.0,5,5,None,free_shipping,medium,0
CUST00709,2,1,5,8,Dormant,129,1.0,1966.47,0.0,0.13,0.0,0.0,0,17,None,bundle_discount,high,1
CUST00710,5,3,5,13,Loyal,16,4.0,2426.17,0.0,0.28875,2.0,0.5,8,0,Silver,free_shipping,low,0
CUST00711,5,4,5,14,Champions,19,5.0,4117.05,0.125,0.41000000000000003,2.0,1.0,10,13,Platinum,new_launch,medium,0
CUST00712,5,1,2,8,Dormant,4,1.0,676.24,0.0,0.3225,1.0,1.0,2,0,None,bundle_discount,low,0
CUST00713,5,3,5,13,Loyal,3,4.0,3625.93,0.1111111111111111,0.3022222222222222,3.0,1.0,10,0,Gold,bundle_discount,medium,0
CUST00714,4,2,3,9,Dormant,40,3.0,1036.94,0.16666666666666666,0.385,1.0,1.0,2,0,Silver,bundle_discount,medium,0
CUST00715,4,2,3,9,Dormant,25,3.0,954.63,0.0,0.5166666666666666,0.0,0.0,4,14,Silver,bundle_discount,low,0
CUST00716,5,2,4,11,Loyal,6,3.0,1449.24,0.0,0.37000000000000005,1.0,1.0,14,0,Gold,welcome_offer,medium,0
CUST00717,5,1,3,9,Dormant,0,1.0,884.85,0.0,0.31,0.0,0.0,6,7,None,welcome_offer,low,0
CUST00718,2,1,1,4,Dormant,117,1.0,348.64,0.0,0.325,0.0,0.0,2,35,None,bundle_discount,high,1
CUST00719,1,1,2,4,Dormant,168,1.0,461.68,0.25,0.37,1.0,0.0,2,38,Silver,free_shipping,high,0
CUST00720,1,1,1,3,Dormant,291,0.0,0.0,0.2,0.406,2.0,1.0,1,53,Gold,welcome_offer,high,1
CUST00721,5,1,4,10,Loyal,14,1.0,1856.99,0.0,0.1,0.0,0.0,8,0,Platinum,bundle_discount,low,0
CUST00722,4,1,1,6,Dormant,30,1.0,256.54,1.0,0.6,1.0,1.0,1,0,None,welcome_offer,high,1
CUST00723,3,1,2,6,Dormant,69,1.0,546.81,0.0,0.1,0.0,0.0,7,21,None,bundle_discount,medium,1
CUST00724,5,2,3,10,Loyal,8,2.0,1014.94,0.0,0.12,0.0,0.0,8,0,Silver,welcome_offer,low,0
CUST00725,2,2,3,7,At-Risk,141,2.0,950.51,0.0,0.37333333333333335,0.0,0.0,0,37,None,new_launch,high,1
CUST00726,2,3,5,10,At-Risk,98,4.0,4849.51,0.1,0.33899999999999997,4.0,0.75,10,19,None,none,high,0
CUST00727,5,3,5,13,Loyal,8,4.0,2696.01,0.2,0.32,1.0,1.0,10,7,None,bundle_discount,low,1
CUST00728,3,1,2,6,Dormant,66,1.0,396.38,1.0,0.22,1.0,1.0,6,17,None,free_shipping,medium,1
CUST00729,2,1,4,7,Dormant,140,1.0,1324.83,0.0,0.38,0.0,0.0,1,42,None,welcome_offer,high,1
CUST00730,1,1,1,3,Dormant,232,0.0,0.0,0.0,0.32999999999999996,0.0,0.0,3,43,None,new_launch,high,0
CUST00731,2,1,2,5,Dormant,136,1.0,433.67,0.0,0.38,0.0,0.0,2,18,Gold,welcome_offer,high,1
CUST00732,5,1,2,8,Dormant,6,1.0,402.61,0.0,0.13,1.0,1.0,6,4,None,welcome_offer,medium,0
CUST00733,3,1,2,6,Dormant,66,1.0,376.53,0.0,0.19666666666666668,0.0,0.0,5,8,Gold,none,medium,0
CUST00734,2,2,5,9,At-Risk,89,2.0,2020.81,0.2,0.366,2.0,1.0,6,30,None,welcome_offer,high,0
CUST00735,5,2,4,11,Loyal,12,2.0,1244.28,0.0,0.47000000000000003,1.0,0.0,1,0,None,new_launch,low,0
CUST00736,3,2,4,9,Dormant,66,3.0,1727.68,0.0,0.35333333333333333,0.0,0.0,3,15,None,none,medium,1
CUST00737,4,1,3,8,Dormant,24,1.0,872.88,0.0,0.16,0.0,0.0,1,4,Silver,bundle_discount,high,0
CUST00738,3,1,2,6,Dormant,78,1.0,545.24,1.0,0.18,1.0,1.0,8,25,Silver,new_launch,high,1
CUST00739,4,1,3,8,Dormant,24,1.0,1047.95,0.0,0.27,0.0,0.0,8,0,Gold,welcome_offer,low,0
CUST00740,1,1,1,3,Dormant,261,0.0,0.0,0.2,0.37,1.0,1.0,5,59,None,new_launch,high,1
CUST00741,1,1,1,3,Dormant,225,0.0,0.0,0.0,0.23,0.0,0.0,3,52,Gold,new_launch,high,0
CUST00742,3,1,2,6,Dormant,49,1.0,441.54,0.0,0.365,0.0,0.0,5,8,None,bundle_discount,medium,1
CUST00743,5,1,3,9,Dormant,1,1.0,1124.66,0.2,0.294,1.0,1.0,3,18,Silver,new_launch,low,0
CUST00744,3,2,3,8,Dormant,65,2.0,1108.58,0.0,0.14,0.0,0.0,2,25,None,free_shipping,medium,1
CUST00745,5,1,3,9,Dormant,1,1.0,1077.53,0.0,0.28,0.0,0.0,14,4,Silver,welcome_offer,low,0
CUST00746,1,1,1,3,Dormant,177,1.0,352.33,0.0,0.46,0.0,0.0,0,17,None,welcome_offer,high,1
CUST00747,5,1,3,9,Dormant,11,1.0,1123.87,0.0,0.31,1.0,1.0,13,7,None,none,medium,0
CUST00748,3,2,5,10,Loyal,58,3.0,2603.35,0.0,0.1942857142857143,1.0,0.0,5,0,None,welcome_offer,medium,0
CUST00749,5,1,3,9,Dormant,11,1.0,872.34,0.0,0.475,0.0,0.0,13,11,None,bundle_discount,low,0
CUST00750,3,2,3,8,Dormant,49,2.0,962.3000000000001,0.0,0.36333333333333334,0.0,0.0,8,4,None,welcome_offer,medium,0
CUST00751,5,1,2,8,Dormant,15,1.0,657.24,0.0,0.21,0.0,0.0,8,5,Silver,new_launch,low,0
CUST00752,2,2,4,8,At-Risk,97,2.0,1319.5500000000002,0.0,0.23500000000000001,1.0,1.0,2,33,None,welcome_offer,high,1
CUST00753,2,1,3,6,Dormant,143,1.0,1093.17,0.0,0.16,0.0,0.0,9,40,None,new_launch,high,1
CUST00754,4,2,5,11,Loyal,37,2.0,3639.05,0.0,0.13,1.0,1.0,18,4,Gold,welcome_offer,medium,0
CUST00755,1,1,1,3,Dormant,200,0.0,0.0,0.5,0.27999999999999997,1.0,1.0,12,45,None,none,high,1
CUST00756,2,1,1,4,Dormant,113,1.0,329.74,0.0,0.19666666666666668,2.0,0.5,0,17,Silver,free_shipping,high,1
CUST00757,5,1,2,8,Dormant,8,1.0,481.24,0.0,0.38000000000000006,0.0,0.0,4,0,Silver,free_shipping,low,0
CUST00758,3,2,3,8,Dormant,78,3.0,1129.62,0.0,0.27,0.0,0.0,13,19,None,none,high,0
CUST00759,4,2,4,10,Loyal,38,2.0,1562.24,0.0,0.26,0.0,0.0,4,21,Gold,free_shipping,medium,1
CUST00760,1,1,1,3,Dormant,162,1.0,368.74,0.5,0.28,1.0,1.0,1,37,None,bundle_discount,high,1
CUST00761,1,1,1,3,Dormant,193,0.0,0.0,0.0,0.145,0.0,0.0,1,41,None,new_launch,high,1
CUST00762,4,2,5,11,Loyal,46,2.0,2784.5699999999997,0.5,0.24,1.0,0.0,8,25,None,bundle_discount,medium,0
CUST00763,1,1,1,3,Dormant,188,0.0,0.0,0.0,0.2375,0.0,0.0,0,47,Silver,welcome_offer,high,1
CUST00764,4,2,4,10,Loyal,23,2.0,1414.13,0.0,0.2475,0.0,0.0,8,1,Silver,welcome_offer,low,0
CUST00765,2,2,5,9,At-Risk,98,2.0,2264.58,0.0,0.34,1.0,0.0,2,12,None,welcome_offer,high,1
CUST00766,1,1,2,4,Dormant,166,1.0,389.83,0.0,0.305,0.0,0.0,7,46,None,welcome_offer,high,1
CUST00767,3,1,2,6,Dormant,75,1.0,468.97,0.0,0.3314285714285714,3.0,1.0,7,18,Gold,new_launch,medium,1
CUST00768,4,2,4,10,Loyal,21,2.0,1483.56,0.0,0.21666666666666667,1.0,1.0,3,7,None,bundle_discount,medium,0
CUST00769,5,2,3,10,Loyal,18,2.0,971.74,0.0,0.29333333333333333,2.0,1.0,2,0,Silver,none,low,1
CUST00770,4,2,5,11,Loyal,27,3.0,2711.16,0.0,0.19999999999999998,1.0,1.0,12,0,Silver,welcome_offer,medium,0
CUST00771,2,1,2,5,Dormant,90,1.0,456.76,0.0,0.41,1.0,1.0,8,0,Gold,none,high,1
CUST00772,1,1,1,3,Dormant,190,0.0,0.0,0.0,0.2833333333333333,0.0,0.0,9,27,Silver,free_shipping,high,1
CUST00773,3,1,2,6,Dormant,71,1.0,658.94,0.0,0.25666666666666665,1.0,1.0,4,3,Gold,none,medium,1
CUST00774,2,1,1,4,Dormant,101,1.0,364.21,0.0,0.10666666666666667,0.0,0.0,2,28,Silver,bundle_discount,high,1
CUST00775,4,1,4,9,Dormant,23,1.0,1298.92,0.0,0.23,0.0,0.0,8,10,None,new_launch,low,0
CUST00776,2,1,2,5,Dormant,135,1.0,547.9,0.0,0.245,0.0,0.0,0,35,None,welcome_offer,high,1
CUST00777,5,1,3,9,Dormant,10,1.0,720.41,0.0,0.32,0.0,0.0,2,1,None,free_shipping,low,0
CUST00778,1,1,1,3,Dormant,331,0.0,0.0,0.0,0.155,1.0,1.0,1,57,Silver,bundle_discount,high,1
CUST00779,5,1,2,8,Dormant,6,1.0,416.15,0.0,0.49,0.0,0.0,3,0,None,none,low,0
CUST00780,4,3,5,12,Loyal,36,4.0,3232.4,0.25,0.29000000000000004,3.0,0.6666666666666666,12,9,Silver,new_launch,medium,0
CUST00781,3,1,2,6,Dormant,49,1.0,442.8,0.0,0.38,0.0,0.0,4,14,Gold,free_shipping,medium,0
CUST00782,1,1,1,3,Dormant,194,0.0,0.0,0.0,0.31,0.0,0.0,1,41,Silver,welcome_offer,high,1
CUST00783,1,1,1,3,Dormant,232,0.0,0.0,0.0,0.37333333333333335,1.0,0.0,3,49,None,none,high,1
CUST00784,4,2,4,10,Loyal,45,2.0,1269.12,0.0,0.248,0.0,0.0,11,0,None,bundle_discount,medium,1
CUST00785,5,2,4,11,Loyal,11,3.0,1464.91,0.0,0.33,1.0,1.0,5,15,None,none,low,0
CUST00786,1,1,3,5,Dormant,150,1.0,1030.43,0.2,0.11400000000000002,3.0,1.0,1,28,Silver,none,high,1
CUST00787,3,2,5,10,Loyal,48,3.0,2376.36,0.0,0.27714285714285714,2.0,0.0,2,7,None,bundle_discount,medium,0
CUST00788,3,1,4,8,Dormant,49,1.0,1408.44,0.0,0.39,0.0,0.0,8,11,None,none,medium,0
CUST00789,3,1,3,7,Dormant,55,1.0,753.6,0.0,0.2866666666666667,0.0,0.0,1,0,Silver,new_launch,high,0
CUST00790,3,1,2,6,Dormant,78,1.0,458.83,0.0,0.19,1.0,1.0,9,20,Gold,new_launch,high,1
CUST00791,1,1,1,3,Dormant,230,0.0,0.0,0.0,0.38,1.0,1.0,0,46,None,free_shipping,high,1
CUST00792,1,1,4,6,Dormant,148,1.0,1395.21,0.0,0.4583333333333333,1.0,1.0,4,39,Platinum,bundle_discount,high,1
CUST00793,2,1,4,7,Dormant,113,1.0,1730.51,0.0,0.39666666666666667,0.0,0.0,1,4,Silver,welcome_offer,high,1
CUST00794,1,1,2,4,Dormant,171,1.0,413.58,0.0,0.198,2.0,1.0,7,39,Gold,new_launch,high,1
CUST00795,2,2,5,9,At-Risk,138,2.0,2258.74,0.0,0.2,0.0,0.0,2,30,Gold,new_launch,high,1
CUST00796,1,1,4,6,Dormant,151,1.0,1622.25,0.0,0.22333333333333336,0.0,0.0,8,19,Silver,free_shipping,high,1
CUST00797,5,1,2,8,Dormant,9,1.0,408.27,0.0,0.264,0.0,0.0,7,9,Platinum,welcome_offer,low,0
CUST00798,3,2,4,9,Dormant,57,2.0,1507.09,0.0,0.278,1.0,1.0,8,5,Gold,free_shipping,medium,0
CUST00799,3,2,3,8,Dormant,56,2.0,738.9300000000001,0.0,0.2816666666666667,1.0,1.0,2,7,Gold,free_shipping,medium,1
CUST00800,5,4,5,14,Champions,12,5.0,5040.63,0.2,0.18,4.0,0.75,7,0,None,none,low,0
CUST00801,3,2,4,9,Dormant,76,2.0,1510.24,0.0,0.26,1.0,1.0,1,15,None,new_launch,high,1
CUST00802,1,1,1,3,Dormant,201,0.0,0.0,0.0,0.28,0.0,0.0,1,48,Silver,bundle_discount,high,1
CUST00803,3,2,5,10,Loyal,53,2.0,2106.41,0.0,0.24571428571428572,1.0,1.0,2,16,None,bundle_discount,medium,0
CUST00804,5,1,3,9,Dormant,14,1.0,969.91,0.0,0.22,0.0,0.0,7,7,None,bundle_discount,low,0
CUST00805,4,1,3,8,Dormant,41,1.0,780.79,0.0,0.11,0.0,0.0,8,18,Gold,free_shipping,medium,0
CUST00806,4,1,3,8,Dormant,21,1.0,976.95,0.0,0.46,0.0,0.0,11,7,None,bundle_discount,low,0
CUST00807,2,1,2,5,Dormant,112,1.0,594.61,0.0,0.19,0.0,0.0,4,14,None,bundle_discount,high,1
CUST00808,3,1,2,6,Dormant,53,1.0,444.73,0.2,0.4,2.0,1.0,16,21,Silver,bundle_discount,medium,0
CUST00809,4,2,4,10,Loyal,22,3.0,1886.26,0.3333333333333333,0.3133333333333333,2.0,1.0,12,1,None,bundle_discount,medium,0
CUST00810,1,1,1,3,Dormant,217,0.0,0.0,0.0,0.37,0.0,0.0,0,37,None,welcome_offer,high,0
CUST00811,1,1,1,3,Dormant,184,0.0,0.0,0.0,0.3983333333333334,0.0,0.0,2,30,Gold,welcome_offer,high,1
CUST00812,1,1,1,3,Dormant,189,0.0,0.0,0.0,0.25,0.0,0.0,0,27,Silver,welcome_offer,high,1
CUST00813,5,3,5,13,Loyal,5,4.0,3695.8,0.0,0.18666666666666668,4.0,0.75,11,1,Platinum,none,medium,0
CUST00814,2,2,5,9,At-Risk,88,2.0,3500.93,0.0,0.2733333333333334,0.0,0.0,14,16,None,free_shipping,high,0
CUST00815,2,2,5,9,At-Risk,137,2.0,2569.54,0.0,0.20333333333333334,2.0,0.5,3,31,Silver,new_launch,high,0
CUST00816,3,2,5,10,Loyal,59,2.0,2688.92,0.0,0.3,1.0,1.0,7,15,None,free_shipping,medium,0
CUST00817,5,5,5,15,Champions,9,7.0,6352.75,0.0,0.32642857142857146,1.0,1.0,13,0,Platinum,bundle_discount,low,0
CUST00818,2,1,3,6,Dormant,147,1.0,988.84,0.0,0.12,1.0,1.0,1,36,None,new_launch,high,1
CUST00819,4,3,5,12,Loyal,28,4.0,2164.49,0.0,0.1775,1.0,1.0,5,0,None,none,low,0
CUST00820,1,1,1,3,Dormant,189,0.0,0.0,0.0,0.44,0.0,0.0,4,46,None,bundle_discount,high,1
CUST00821,2,1,2,5,Dormant,94,1.0,409.56,0.3333333333333333,0.29666666666666663,2.0,0.5,6,27,Silver,none,high,0
CUST00822,3,2,4,9,Dormant,76,3.0,1713.4699999999998,0.0,0.3183333333333333,1.0,0.0,10,30,None,new_launch,high,0
CUST00823,2,2,2,6,At-Risk,146,2.0,546.33,0.25,0.24625,3.0,0.6666666666666666,2,33,Gold,new_launch,high,1
CUST00824,5,1,2,8,Dormant,4,1.0,446.93,0.0,0.18,0.0,0.0,4,0,Gold,free_shipping,low,0
CUST00825,2,1,2,5,Dormant,97,1.0,410.77,0.0,0.25,0.0,0.0,3,31,None,bundle_discount,high,1
CUST00826,1,2,5,8,At-Risk,158,2.0,2063.86,0.0,0.332,2.0,0.0,9,34,None,none,high,1
CUST00827,3,1,4,8,Dormant,57,1.0,1699.04,0.0,0.16,0.0,0.0,4,2,None,welcome_offer,medium,0
CUST00828,2,1,1,4,Dormant,90,1.0,355.91,0.0,0.39,0.0,0.0,5,17,None,none,high,1
